steps	episodes	elapsed	mean	median	stdev	max	min	average_value	average_entropy	average_kl	average_policy_step_size
10100157	3563	33945.8565659523	1152.0	1150.0	393.69474921003905	1930.0	560.0	148.39113	0.7773140021658037	0.0040204181196168065	1.0
10152447	3581	34119.772094249725	1569.0	1710.0	439.7082365993766	2050.0	1010.0	220.966	0.6854441223591566	0.004012997534591705	1.0
10200544	3598	34276.5266084671	1277.0	1230.0	554.0367015520422	2030.0	350.0	182.60696	1.1512645765542984	0.004052105124574154	1.0
10251833	3615	34442.51111769676	1457.0	1275.0	529.8018497513953	2210.0	610.0	236.70122	0.6110294440574944	0.004090713779442012	1.0
10301451	3633	34607.842816114426	1661.0	1535.0	535.0067496978166	2720.0	1090.0	206.47966	1.0368632368147372	0.004093726039864123	1.0
10350196	3650	34767.834317445755	1195.0	1105.0	366.88629785746366	2060.0	810.0	14.88168	0.7745322607085109	0.004118414416443557	1.0
10401470	3668	34939.458330631256	1266.0	1225.0	408.9879107151104	2140.0	510.0	194.82887	0.8586003742441535	0.004112216017674654	1.0
10452263	3685	35105.70315694809	1128.0	1115.0	303.6006148434705	1810.0	600.0	247.36787	0.6742938075512648	0.004067767169326544	1.0
10501639	3701	35270.29325675964	1337.0	1375.0	535.2060869941181	2220.0	550.0	215.91628	0.9306392733305693	0.0040768388216383756	1.0
10552456	3718	35440.58897471428	1492.0	1410.0	502.1907561430771	2180.0	780.0	172.33899	0.7710808669105172	0.004087371442001313	1.0
10601905	3735	35606.630549669266	1286.0	1280.0	566.7294082913135	2140.0	340.0	99.07334	0.925411462277174	0.004097712181974202	1.0
10650817	3751	35767.48774981499	1455.0	1370.0	638.3181025162925	2280.0	490.0	92.64047	0.6757623394429684	0.004096071408130228	1.0
10700082	3768	35930.341676950455	1763.0	1690.0	855.7524304506662	3740.0	840.0	69.77982	0.647064102947712	0.004091049132402986	1.0
10750164	3786	36094.32832860947	1207.0	1165.0	380.7025669002567	1990.0	680.0	12.158108	1.2283525295853615	0.0040998779493384065	1.0
10801582	3804	36263.72547578812	1524.0	1415.0	617.4355566912766	2580.0	650.0	167.65282	0.9535631060358137	0.004114587751682847	1.0
10850369	3823	36435.14059591293	1386.0	1425.0	418.81313786036424	2050.0	830.0	103.387436	0.9814214010164142	0.00408580442192033	1.0
10900450	3840	36603.27723360062	1271.0	1330.0	246.41653984891337	1540.0	700.0	43.551945	0.7976199629437178	0.004076004698872566	1.0
10953644	3858	36773.01981019974	1392.0	1485.0	561.6800196236683	2160.0	510.0	37.949806	0.8502615422606469	0.004091661183629185	1.0
11000413	3875	36929.15764212608	1053.0	915.0	533.1676826081807	1950.0	310.0	70.96389	0.8079045870709233	0.0040732935210689904	1.0
11050304	3894	37088.38376355171	1046.0	1085.0	589.4102513906969	2140.0	340.0	0.47523633	1.0441343559622764	0.004032028252258897	1.0
11103050	3912	37255.08789253235	1269.0	1130.0	511.34789201351623	2200.0	570.0	170.61232	1.0368603701293468	0.004016614889260381	1.0
11150154	3928	37418.17857050896	1177.0	1305.0	381.34411406672234	1660.0	560.0	24.785696	0.7457719839653	0.0040447945659980175	1.0
11201428	3946	37584.11609649658	1153.0	1110.0	367.1224440004845	1680.0	690.0	66.55166	1.1154867624640465	0.004030997448135168	1.0
11252933	3963	37758.69737744331	1206.0	1095.0	469.70912985236583	2310.0	660.0	244.85446	1.0762309740409255	0.004003536768723279	1.0
11300935	3981	37917.10708737373	1055.0	1145.0	542.0998268051949	1890.0	280.0	170.17522	0.8697754325568676	0.003997825626283884	1.0
11350689	3999	38075.15941977501	1154.0	1065.0	399.58867740604353	2060.0	620.0	63.716248	0.7962216653735377	0.004002034503500908	1.0
11400961	4015	38233.875064373016	1001.0	820.0	422.6490532607665	2000.0	650.0	156.84537	0.6974821726363152	0.00399809876922518	1.0
11451571	4033	38399.93958091736	1331.0	1210.0	409.4562790389768	1890.0	840.0	121.001625	1.0909993407279253	0.0039965894958004355	1.0
11501644	4050	38563.52703642845	1225.0	1030.0	584.4513096343726	2340.0	660.0	203.6049	0.7927308661409188	0.0040224290126934644	1.0
11552116	4066	38730.85660767555	1268.0	1125.0	615.5720013848005	2470.0	600.0	212.6857	0.7714435421410016	0.004069786770269274	1.0
11602109	4083	38896.04901909828	1249.0	1245.0	404.8168310071441	1980.0	760.0	220.96063	0.9079342136271298	0.004094396918080747	1.0
11651518	4100	39057.30032205582	1310.0	1270.0	455.24108387144105	2270.0	680.0	117.75474	0.5950560033470392	0.0040555997099727395	1.0
11701213	4115	39218.50632953644	924.0	880.0	273.26015280518146	1530.0	480.0	226.92834	1.0677715174630285	0.004030132147017866	1.0
11751165	4131	39385.454082489014	925.0	965.0	196.76551188322273	1220.0	520.0	229.07822	0.46109240665705875	0.0040500633046031	1.0
11801502	4148	39549.262736558914	1264.0	1040.0	734.0481364778924	2700.0	310.0	263.90808	0.7154623310267926	0.004036424355581403	1.0
11850286	4164	39715.52871131897	1371.0	1280.0	416.71866342227156	2300.0	840.0	59.274548	1.0814567439556122	0.004018558561801911	1.0
11902264	4182	39888.69101834297	1298.0	1300.0	233.13324754549942	1680.0	910.0	85.11975	0.9143131640143692	0.0040082794171758	1.0
11952457	4199	40064.68150520325	1271.0	1230.0	382.9548856516188	1820.0	660.0	105.654205	0.9429865903883474	0.004013582239858806	1.0
12001387	4217	40227.49350500107	974.0	905.0	260.9895698213926	1330.0	580.0	247.51434	0.9106670684738783	0.003967584355268628	1.0
12051716	4234	40390.510501623154	1193.0	1140.0	520.9617175101364	2140.0	660.0	42.991673	1.030646462365985	0.0039341076975688335	1.0
12101581	4251	40556.74916887283	1237.0	1380.0	367.9688996520102	1620.0	550.0	69.39542	1.0077814022563398	0.003913194739725441	1.0
12151135	4269	40720.66233754158	1285.0	1155.0	557.9575850068414	2730.0	780.0	194.05385	1.0085180690139532	0.003950057905167341	1.0
12201552	4286	40883.78392124176	1310.0	1185.0	528.309673497572	2130.0	710.0	264.26224	1.029040004162118	0.003977490309625864	1.0
12251617	4303	41052.1171476841	1520.0	1380.0	418.5158964191869	2340.0	1040.0	268.3842	0.9372088640430011	0.003950947755947709	1.0
12303530	4320	41220.69780898094	1173.0	1225.0	364.35788267398124	1890.0	650.0	222.75116	1.1750212436690926	0.003951074972283095	1.0
12351713	4335	41383.386464357376	1329.0	1385.0	516.8161074201238	2150.0	650.0	312.3307	0.7099612074773759	0.003981230992358178	1.0
12402482	4352	41549.715060949326	1183.0	1150.0	471.07560138710454	2040.0	570.0	243.73708	1.030263490214944	0.003991007367148996	1.0
12451579	4369	41708.13904261589	1184.0	1080.0	634.090775134847	2660.0	330.0	71.64927	0.7414565162993968	0.00396832257276401	1.0
12502205	4387	41878.69101643562	1093.0	1100.0	298.9258547979192	1620.0	710.0	194.45934	0.738085811402183	0.0039763998822309075	1.0
12552063	4405	42039.04845523834	1207.0	1205.0	452.5004604049223	2150.0	670.0	137.95506	0.7248008321134839	0.003978942865505815	1.0
12600104	4422	42197.38336062431	1059.0	1065.0	238.16194303689898	1460.0	670.0	23.159119	0.9328975224532187	0.003992906229104847	1.0
12653026	4440	42375.35428404808	1540.0	1495.0	608.915246793655	2370.0	760.0	28.449808	0.9303487707316527	0.003975617573596537	1.0
12702139	4457	42539.052483558655	1302.0	1205.0	527.3792647506051	1990.0	700.0	66.77518	1.054576220959425	0.003961464264430106	1.0
12751132	4474	42705.919956445694	1279.0	1155.0	493.41102991769895	2070.0	600.0	172.54115	0.712174460337963	0.003939265466760844	1.0
12802021	4491	42877.7647664547	1127.0	965.0	465.4758616488913	2120.0	670.0	100.90815	0.8116659094393254	0.0039216323569417	1.0
12851166	4508	43041.53173351288	937.0	800.0	412.4466295440202	1630.0	350.0	42.911537	0.7457928640195168	0.003870575577020645	1.0
12900079	4525	43209.04497385025	1869.0	1725.0	1239.3228437784526	5050.0	710.0	30.090164	0.9794837373644113	0.003892626040615141	1.0
12951608	4542	43383.466030836105	1308.0	1165.0	600.8290568502455	2370.0	680.0	82.94564	0.8502721080943156	0.0038736886461265387	1.0
13002209	4559	43546.74087691307	1034.0	875.0	462.8222601004023	1930.0	350.0	287.36087	0.6515821168567054	0.0038998699584044515	1.0
13051722	4576	43708.177921295166	1181.0	1190.0	332.7478190929448	1850.0	740.0	238.88812	0.8550988927781582	0.003902542502619326	1.0
13100027	4593	43868.1587035656	1163.0	1180.0	223.16162553429993	1630.0	740.0	7.423872	0.9396503778845072	0.003901881326455623	1.0
13152821	4611	44037.97597026825	1232.0	1090.0	365.7199900348778	2080.0	780.0	14.747989	0.9713078178614378	0.0038874692306853833	1.0
13200085	4627	44197.56222367287	1383.0	1305.0	592.640981820641	2630.0	690.0	14.260424	1.1951388529539109	0.0038653028453700246	1.0
13253007	4645	44369.92992949486	1300.0	1350.0	451.0235273488759	1850.0	660.0	79.94992	0.4773011521808803	0.0038953480194322764	1.0
13301319	4661	44534.1440281868	1255.0	1235.0	483.0746434156021	2370.0	680.0	226.49803	0.61661422133632	0.003907553451135755	1.0
13350584	4678	44696.50622010231	975.0	925.0	328.641986903006	1560.0	540.0	51.325375	0.7637643230855465	0.003968070684932172	1.0
13401659	4697	44862.76761341095	1302.0	1350.0	569.8303841202808	2460.0	340.0	228.29025	0.5762693824432791	0.003950312514789402	1.0
13451900	4714	45027.3555829525	1055.0	1055.0	320.94478583637334	1490.0	670.0	162.98805	0.9818345921337605	0.00400067719630897	1.0
13500452	4730	45188.757372140884	1475.0	1565.0	557.3199759164887	2500.0	820.0	45.91715	0.5845461107362062	0.004003083680290728	1.0
13550470	4748	45357.781482219696	1497.0	1425.0	683.5048565218018	2850.0	660.0	30.707216	0.8114581558741629	0.0040308816567994656	1.0
13600551	4765	45524.06451296806	1385.0	1355.0	517.864203564345	2110.0	520.0	42.586617	0.7119473512039985	0.004019443907309323	1.0
13650248	4782	45684.98783636093	1346.0	1035.0	932.1564008016871	3740.0	450.0	41.951202	0.9712737823575736	0.004033675838727504	1.0
13700273	4799	45850.06346940994	1176.0	1130.0	490.24257034429166	2290.0	570.0	73.81103	1.004358758457005	0.004077607977669686	1.0
13751242	4816	46014.30072140694	1298.0	1045.0	600.6810949062553	2650.0	780.0	53.140106	0.8599015181921422	0.004051633742637933	1.0
13802571	4833	46186.0681142807	1264.0	1195.0	610.8136649857576	2600.0	350.0	24.979582	0.8373230175394565	0.004069920093752444	1.0
13850923	4849	46346.25236129761	1242.0	1325.0	368.172664807032	1980.0	720.0	37.220886	0.6877598093189299	0.004044122665654868	1.0
13902981	4867	46523.33113670349	1328.0	1240.0	460.0434762063255	2150.0	820.0	70.39744	0.4563279254273511	0.004053621767088771	1.0
13951239	4885	46680.46822619438	1303.0	1300.0	460.9422716325525	2350.0	510.0	90.30491	0.8133236731141805	0.004071118826977908	1.0
14000536	4902	46840.768288850784	1127.0	1035.0	386.20806136934357	2000.0	730.0	21.694448	0.9519719835408031	0.004060673788189888	1.0
14052522	4920	47007.40758371353	1227.0	1070.0	540.5562978183781	2380.0	740.0	66.35174	0.7213199936509481	0.004062716492917388	1.0
14102074	4936	47175.6652507782	1425.0	1380.0	602.7206834199588	2450.0	750.0	42.64799	0.9418501181602478	0.004092409063596278	1.0
14153910	4956	47339.17281770706	1301.0	1265.0	453.1727656816499	2070.0	760.0	50.08224	1.0282036369536072	0.004090738743543625	1.0
14201328	4974	47496.67102146149	1234.0	1220.0	311.5980316583103	1670.0	830.0	175.31091	0.8232817998589744	0.004088250698987395	1.0
14250666	4992	47662.725229263306	1190.0	1160.0	367.39321955879615	1850.0	800.0	123.38955	0.9200093870062847	0.004109165247064084	1.0
14301948	5010	47834.68791460991	990.0	855.0	336.65016461206926	1790.0	680.0	206.1528	0.7836207710076123	0.004093727292492986	1.0
14350615	5029	47993.07969331741	1129.0	965.0	420.09125992653867	2190.0	750.0	118.24462	0.6489589164294303	0.00407364284619689	1.0
14402217	5047	48168.86836433411	1150.0	915.0	551.502996869061	2140.0	660.0	75.61066	0.7813939033571005	0.004058475899510086	1.0
14450404	5066	48328.3516368866	954.0	805.0	442.92462363501784	1720.0	510.0	66.82911	0.8396196228712797	0.0040064944233745335	1.0
14500478	5084	48496.088567733765	1302.0	1215.0	337.9612075043196	2130.0	940.0	135.91426	0.7887553814668208	0.003981508896686137	1.0
14550087	5101	48657.67614817619	1171.0	870.0	560.8416294582039	2070.0	670.0	27.363575	0.7062373663373291	0.003971285636071116	1.0
14600609	5119	48826.27424120903	1481.0	1285.0	513.4296446447166	2380.0	850.0	63.00914	0.5754999686805531	0.003951427212450653	1.0
14652052	5138	48991.65627002716	1398.0	1270.0	395.0189868854407	2200.0	860.0	184.81633	1.1310684077367186	0.003911967177409679	1.0
14700902	5156	49155.28153514862	1131.0	1120.0	320.1544766029188	1930.0	820.0	145.26915	0.8155366093613265	0.0038873838423751296	1.0
14751312	5174	49315.80651521683	1176.0	1255.0	273.7882393383616	1500.0	690.0	151.84521	0.8340648914772318	0.0039083231892436746	1.0
14800569	5191	49477.83090901375	1156.0	1080.0	422.0637129365397	2160.0	700.0	8.237113	0.7018184807375073	0.00390096643473953	1.0
14851050	5208	49648.14721250534	1125.0	1045.0	443.55257736697786	2080.0	690.0	118.22376	0.756865723118186	0.003942496259696782	1.0
14902539	5225	49818.49228000641	1130.0	865.0	551.6037224916695	2170.0	680.0	211.19928	0.9764917116388678	0.00396342555526644	1.0
14952372	5242	49990.493101119995	1242.0	1235.0	523.8702129344633	2100.0	550.0	35.33463	0.9243068968877196	0.00397963633062318	1.0
15002805	5259	50154.97466468811	1353.0	1185.0	919.4448808323906	3760.0	370.0	85.386955	0.7871833942681551	0.0040028428728692235	1.0
15051263	5277	50316.43647789955	1301.0	1390.0	277.0258712346797	1610.0	820.0	134.10443	0.8321053585000336	0.0039766383497044444	1.0
15101330	5296	50485.71454524994	1547.0	1455.0	696.8030169599185	2850.0	410.0	192.6861	0.7390854019297985	0.003992176752071828	1.0
15150188	5314	50646.10648727417	1344.0	1305.0	506.40782862124956	2060.0	710.0	15.211106	0.6240717036928981	0.004031520679127425	1.0
15201646	5332	50813.36420440674	1350.0	1245.0	445.96960534198837	2290.0	740.0	144.6055	0.46170581403851974	0.004040656944271177	1.0
15250095	5349	50969.702050209045	1228.0	1135.0	648.2077856161042	2410.0	340.0	31.231043	0.9860252783000469	0.0040273954975418745	1.0
15300208	5366	51128.955746650696	1234.0	1120.0	565.1784378996307	2240.0	590.0	53.053524	0.7591580151356757	0.004039752695243806	1.0
15351448	5382	51294.2919280529	1334.0	1185.0	638.9087919605148	2260.0	360.0	111.58717	0.7753089479506016	0.00404554063687101	1.0
15402114	5400	51456.82079601288	1553.0	1345.0	672.7398374475001	2390.0	780.0	30.419071	0.6455050844161305	0.004057915317825973	1.0
15452548	5418	51623.159960985184	1622.0	1660.0	587.4388857102026	2240.0	640.0	46.783962	0.7155178676880896	0.0040553821949288246	1.0
15500564	5434	51787.970744132996	1528.0	1665.0	563.7532951369577	2320.0	790.0	-1.9307017	0.8798621971458197	0.004073935535270721	1.0
15552669	5451	51962.96757388115	1414.0	1500.0	636.2948303350508	2320.0	610.0	49.20116	0.8579549640305341	0.004138046274892986	1.0
15601662	5468	52125.748941898346	1570.0	1455.0	548.7156721735665	2260.0	820.0	31.80402	0.8841637799590826	0.0041306960606016215	1.0
15653120	5486	52290.61974191666	1104.0	1050.0	329.41699342255487	1610.0	800.0	1.7716949	1.0521350312778377	0.004135390508454293	1.0
15701806	5500	52453.956231832504	1172.0	1175.0	339.0771790217285	1560.0	420.0	253.24861	0.8665942542552948	0.0041637311456725005	1.0
15752606	5516	52623.29042983055	1415.0	1445.0	355.69181416876415	2120.0	820.0	46.30427	0.6805733253762591	0.004165999565739185	1.0
15800597	5531	52786.276990413666	1449.0	1520.0	523.7991557415453	2200.0	500.0	28.548502	1.0019127759560942	0.004183564132545143	1.0
15851078	5548	52952.87472605705	1334.0	1360.0	282.53613338238114	1700.0	890.0	37.122948	0.746909257021267	0.004157866726163775	1.0
15900872	5566	53121.75462937355	1500.0	1390.0	584.3324776567227	2340.0	880.0	85.425644	0.7729725156556815	0.004129090318456292	1.0
15952609	5583	53299.117025375366	1201.0	910.0	641.3951806630431	2330.0	660.0	120.23072	0.7223813423858956	0.004165514374617488	1.0
16001225	5599	53461.49598002434	1347.0	1390.0	650.334102169373	2340.0	150.0	162.48909	0.7869789282334968	0.004135439665988088	1.0
16051329	5615	53625.38525104523	1134.0	1085.0	512.1024203114929	2240.0	290.0	179.3293	0.8786238688594894	0.004085760284215212	1.0
16101761	5631	53796.24714875221	1212.0	1105.0	504.4865376466122	2230.0	420.0	162.31671	0.8028664188235998	0.004075850590597838	1.0
16152144	5646	53965.2591753006	1216.0	1220.0	347.02545535834497	2020.0	710.0	74.210785	0.7525105737513513	0.004103658634703606	1.0
16200782	5660	54133.74715280533	1187.0	1075.0	329.14198219680884	1990.0	900.0	16.090425	0.9833123649433255	0.004075323718134314	1.0
16252886	5676	54313.1531393528	1188.0	1150.0	292.605156786031	1770.0	850.0	172.15976	0.9239018967417069	0.0041010958375409245	1.0
16300750	5692	54486.90723776817	1246.0	1315.0	247.12569900985835	1570.0	770.0	103.56902	0.7694966406763997	0.004104257414583117	1.0
16350454	5708	54649.78435707092	1042.0	925.0	295.4394090916857	1570.0	640.0	44.327812	0.6927658012323081	0.004123076596297324	1.0
16401966	5724	54814.30117869377	1210.0	950.0	643.7735971942656	2980.0	780.0	159.86456	0.9850029463190585	0.004143404327332973	1.0
16452086	5740	54978.999370098114	1380.0	1230.0	708.5509469646092	3080.0	590.0	244.8315	0.8689715095162391	0.004133581018541008	1.0
16500045	5755	55142.92167139053	1425.0	1370.0	475.5172622173318	2140.0	770.0	29.727549	0.8291963440924883	0.004144341244827956	1.0
16551005	5771	55312.93215537071	1748.0	1735.0	518.7549196553866	2490.0	1000.0	64.79719	0.8807239342406392	0.004138946288730949	1.0
16603214	5788	55481.031081199646	1345.0	1240.0	488.7682932069596	2120.0	770.0	27.157804	0.6159573195148259	0.004118029708042741	1.0
16652598	5804	55645.69499325752	1280.0	1145.0	609.4806532341012	2420.0	360.0	36.435608	0.7443342537924181	0.004119107148144394	1.0
16701263	5821	55807.29529595375	1558.0	1425.0	607.9071566539673	2290.0	560.0	267.577	0.6647884118985384	0.0040988386352546514	1.0
16751239	5837	55982.480575323105	2026.0	2065.0	312.66595593380487	2440.0	1470.0	80.27374	0.41106763178424444	0.004033069065771997	1.0
16801144	5854	56154.589931726456	1550.0	1680.0	620.4120494567389	2300.0	630.0	35.005196	0.8784487336575985	0.004000992141664028	1.0
16852978	5872	56332.22462081909	2049.0	2100.0	373.7928719372684	2440.0	1300.0	80.570984	0.7595347143597901	0.003993329813238233	1.0
16901642	5888	56497.751999378204	1846.0	2050.0	554.7011207247857	2440.0	770.0	373.43918	0.851442776397802	0.0039891839143820105	1.0
16952716	5906	56672.550622701645	1919.0	2080.0	361.30780967664305	2300.0	1280.0	29.239813	0.79722500641644	0.003971485507208854	1.0
17000652	5922	56832.92409777641	1288.0	1270.0	327.4412585148331	1740.0	900.0	34.32943	0.8228546880409121	0.003949801279231906	1.0
17051685	5939	56995.20332527161	1426.0	1385.0	618.3346810407595	2320.0	580.0	265.1205	0.7424467681261012	0.0039587621763348575	1.0
17102462	5956	57161.78798651695	1264.0	1380.0	521.9237917976574	1870.0	500.0	189.54938	0.8780396206974983	0.0039879280840978025	1.0
17150718	5972	57325.357937812805	1942.0	2190.0	832.5035869125263	3570.0	800.0	149.57863	0.7307804616969079	0.00396606013411656	1.0
17200879	5989	57485.9235329628	1442.0	1340.0	761.4722581946108	2290.0	190.0	33.096046	1.0126462025158107	0.003993855013977737	1.0
17251479	6005	57656.932790756226	1892.0	1980.0	430.0594274180152	2370.0	1070.0	305.21103	0.8964194278926588	0.0040306742140091955	1.0
17302672	6022	57845.29176950455	2099.0	2110.0	567.2829981587673	2860.0	860.0	44.127842	0.8486695777764544	0.004065528998617083	1.0
17351400	6038	58012.21738600731	1688.0	1630.0	739.5914788283836	2960.0	710.0	273.46194	0.7490918780192732	0.004057480923365802	1.0
17402810	6056	58179.722306489944	2187.0	2170.0	814.8626332769906	4030.0	900.0	40.53325	0.8783561919592321	0.004068171577528119	1.0
17451314	6072	58345.447573423386	2086.0	2275.0	669.2649367444521	2830.0	1100.0	352.84302	0.7107517073173076	0.004047014235984534	1.0
17502211	6089	58514.31147646904	1592.0	1950.0	713.1121152307601	2350.0	440.0	367.3887	0.9396445474624634	0.004083059243857861	1.0
17551379	6105	58678.01805925369	1612.0	1755.0	733.2242343088352	2720.0	440.0	65.023636	0.8137676542922855	0.004112582874950021	1.0
17601644	6122	58847.40480208397	1303.0	1330.0	272.4803764595821	1720.0	780.0	342.02078	0.8673909844309091	0.004115623459219933	1.0
17652517	6139	59016.040063381195	1833.0	2155.0	646.1862476613586	2660.0	550.0	28.610445	0.5636303772572429	0.004141337478067726	1.0
17700948	6154	59178.29804897308	1793.0	2070.0	566.2557333533636	2270.0	730.0	35.415756	0.4251782532119541	0.004135267289821058	1.0
17752381	6171	59343.64007425308	1675.0	1825.0	639.0139974123329	2330.0	530.0	94.88754	0.5822396020570304	0.004167029540985823	1.0
17802805	6187	59505.66218471527	1492.0	1210.0	883.1484083160152	3020.0	300.0	49.74353	0.8550319495648145	0.0041898785950616	1.0
17852700	6202	59673.96548676491	1738.0	1785.0	584.4047303786041	2420.0	620.0	38.099308	0.8896641131862998	0.00422362748766318	1.0
17901340	6218	59836.68105697632	1824.0	2115.0	506.84645932800333	2370.0	1160.0	95.91447	0.5399780802142814	0.0042304553161375226	1.0
17951012	6234	59998.657423734665	1698.0	2080.0	679.2446785462021	2340.0	560.0	205.89459	0.8830015333835035	0.004259130212012678	1.0
18000699	6249	60168.111327171326	1978.0	2155.0	564.2064240053359	2670.0	870.0	13.661386	1.106165467903018	0.00420205648522824	1.0
18052460	6266	60340.35681605339	2122.0	2175.0	522.6811222490779	2680.0	740.0	55.38451	0.8750724938195199	0.0042265203967690465	1.0
18102612	6282	60510.226617097855	2058.0	2165.0	457.59759129125183	2420.0	800.0	190.68106	0.6649450889187865	0.004247691198252142	1.0
18151981	6299	60680.95573377609	1685.0	1765.0	590.7669215143613	2270.0	830.0	315.05475	0.6976609993972815	0.0042363479104824365	1.0
18201292	6314	60851.072974443436	2317.0	2295.0	104.14199707877488	2470.0	2140.0	125.15331	0.9672948240153492	0.0042328846640884875	1.0
18251900	6330	61021.13073039055	1967.0	2205.0	536.6159396315643	2490.0	1020.0	298.51813	0.4047623596034755	0.004228081782348454	1.0
18303982	6348	61191.73790311813	2027.0	2125.0	374.96814679531263	2350.0	1340.0	68.55938	0.8581423530712491	0.004202041332609952	1.0
18352036	6362	61352.610525369644	1892.0	2060.0	665.3119569044284	2750.0	640.0	67.27229	0.7272658887942088	0.004202953258063644	1.0
18402252	6378	61520.99792599678	1788.0	2065.0	731.5554205481177	2760.0	730.0	126.449196	0.7071315712344367	0.004194223287049681	1.0
18452884	6394	61691.287971735	2122.0	2295.0	498.48214054712577	2490.0	990.0	37.63146	0.9617689823247493	0.004218253737781197	1.0
18500323	6409	61858.90754413605	1933.0	2250.0	735.0593324502603	2810.0	300.0	27.269487	0.4163017542399466	0.004304140834137798	1.0
18550780	6426	62037.89224743843	2395.0	2310.0	241.67241372476826	3060.0	2250.0	27.283375	0.5672867054045201	0.0042651828890666365	1.0
18600140	6442	62204.514657497406	2173.0	2275.0	504.7342535103662	2830.0	840.0	9.865657	0.8140170983299613	0.004263208834454417	1.0
18650852	6458	62369.60259461403	2084.0	2275.0	410.8581804521415	2390.0	1220.0	49.003994	0.9241057191342116	0.004288237951695919	1.0
18701316	6474	62536.57295250893	1983.0	2260.0	726.3156644630793	2460.0	430.0	293.15466	0.7878001408614218	0.004306626848410815	1.0
18752949	6491	62706.63242435455	2001.0	2200.0	414.31201339623794	2380.0	1250.0	24.889784	0.6680397819252685	0.004284203813876957	1.0
18800164	6506	62867.86158680916	1990.0	2190.0	441.7138339593986	2300.0	1140.0	3.9902	0.7534069040566683	0.004291957542300225	1.0
18852820	6522	63038.911882162094	1652.0	1650.0	717.5235187783046	2430.0	630.0	41.520096	0.5286036648321897	0.004307405974250287	1.0
18901082	6536	63201.97779941559	1746.0	1695.0	546.1827126114077	2340.0	1130.0	40.477093	0.8004594612494111	0.004315612143836915	1.0
18951946	6552	63368.24918341637	2219.0	2275.0	234.3051192118706	2430.0	1570.0	235.25352	0.5751642969881068	0.004308364873286337	1.0
19003402	6568	63541.609385728836	2311.0	2305.0	455.1788415313016	3310.0	1480.0	0.7359651	0.4626605701679364	0.0042870561964809895	1.0
19050337	6583	63700.814821481705	1977.0	2265.0	626.2418773037211	2360.0	780.0	40.094997	0.3283502121919009	0.0042908143135719	1.0
19102473	6599	63875.28954267502	2132.0	2270.0	430.13692910255656	2570.0	1180.0	108.39	0.5744050045590847	0.004258482023142278	1.0
19151960	6614	64048.75267767906	1878.0	2240.0	649.611849919285	2570.0	850.0	350.854	0.6272314712926745	0.004270466337911785	1.0
19202048	6630	64212.08558320999	1996.0	2215.0	650.558734217493	2620.0	540.0	352.85764	0.8096242733895779	0.004321945370174944	1.0
19250111	6645	64377.53975224495	2356.0	2290.0	188.10162737792095	2860.0	2210.0	23.123484	0.6221027135245968	0.00434779729694128	1.0
19301519	6661	64550.34210896492	1941.0	2275.0	727.5598486264435	2350.0	520.0	261.71133	0.6532285166475922	0.004360697234515101	1.0
19351246	6676	64714.683668613434	2038.0	2270.0	503.64890769485663	2400.0	940.0	164.46774	0.5760530144433724	0.004339494993910193	1.0
19401309	6691	64882.32823371887	1738.0	1560.0	608.3273972313118	2740.0	800.0	67.39006	0.5425906085884199	0.004324198663234711	1.0
19450997	6707	65049.82196521759	2138.0	2235.0	419.2533044990025	2520.0	1120.0	4.5610447	0.6761520832050592	0.00432376850862056	1.0
19500589	6723	65217.9967777729	2268.0	2255.0	94.61031186456955	2470.0	2120.0	58.75876	0.6384565746858716	0.00435374763328582	1.0
19553165	6739	65391.126296043396	1830.0	1850.0	873.1933730089038	3460.0	760.0	24.324787	1.010433285869658	0.004372619348578155	1.0
19600907	6753	65554.42131519318	1970.0	2110.0	438.5582439463809	2440.0	1250.0	52.232548	0.6879829521588982	0.004390641243662685	1.0
19651348	6770	65727.23433542252	2153.0	2210.0	265.3320770489522	2570.0	1530.0	174.42471	0.7480016156584024	0.004346559897530824	1.0
19701059	6785	65893.25698518753	2185.0	2195.0	93.2440048713291	2290.0	1980.0	61.118492	0.7641606837995351	0.004301254786550999	1.0
19751403	6801	66059.54517388344	2205.0	2295.0	390.33461428767896	2610.0	1180.0	247.92975	0.7156814923360943	0.004276108567137271	1.0
19801050	6816	66226.66221189499	2250.0	2275.0	311.44823004794875	2720.0	1470.0	13.924662	0.715314222894609	0.004248336278833449	1.0
19850185	6831	66402.96952104568	2232.0	2285.0	298.24672858408877	2630.0	1450.0	20.258583	0.7332319185473025	0.0042406058218330146	1.0
19900129	6847	66578.32899689674	1932.0	2140.0	596.2065264840886	2630.0	1100.0	21.604052	0.44390622081557374	0.004217028361745178	1.0
19951105	6863	66748.29445004463	2048.0	2305.0	613.8367499226122	2640.0	920.0	123.63566	0.494645554842893	0.0041678440943360325	1.0
20000000	6878	66913.30303645134	2061.0	2230.0	548.6437824308227	2690.0	860.0	17.380825	0.9923154750093818	0.004133253046311438	1.0
